3,6
3,7
3,16
3,9
3,10
3,12
3,11
3,3748
3,13
3,17
3,8
3,18
3,9024
3,2283
3,14
20,31
20,35
20,36
20,28
20,26
20,23
20,27
20,25
20,30
20,29
20,24
20,32
20,34
20,33
20,37
20,38
41,9798
41,90
41,140
41,175
41,237
41,234
41,243
41,245
41,255
41,256
41,187
41,275
41,260
41,547
41,272
41,7496
41,500
41,299
41,294
41,293
41,290
41,284
41,298
41,159
41,286
41,366
41,361
41,359
41,358
41,342
41,333
41,331
41,317
41,307
41,306
41,303
41,302
41,295
41,7425
41,103
41,195
41,292
41,139
41,291
41,205
41,247
41,5377
41,282
41,280
41,179
41,236
41,304
41,287
41,78
41,186
41,262
41,196
41,301
41,253
41,244
41,184
41,264
41,281
41,268
41,289
41,309
41,305
41,327
41,130
41,326
41,218
41,313
41,335
41,337
41,336
41,343
41,321
41,345
41,347
41,360
41,324
41,351
41,356
41,364
41,365
41,431
41,430
41,420
41,409
41,405
41,403
41,402
41,395
41,382
41,377
41,378
41,214
41,373
41,191
41,352
41,248
41,385
41,348
41,135
41,396
41,2573
41,388
41,391
41,338
41,413
41,407
41,411
41,344
41,2525
41,410
41,386
41,372
41,169
41,412
41,400
41,96
41,367
41,422
41,267
41,200
41,77
41,258
41,394
41,414
41,384
41,393
41,277
41,392
41,346
41,423
41,415
41,47
41,376
41,354
41,426
41,278
41,71
41,148
41,368
41,311
41,133
41,56
41,387
41,168
41,210
41,340
41,381
41,215
41,297
41,401
41,239
41,174
41,330
41,421
41,350
41,199
41,399
41,417
41,428
41,418
41,427
41,390
41,141
41,249
41,439
41,369
41,274
41,438
41,231
41,440
41,476
41,464
41,463
41,460
41,446
41,443
41,204
41,471
41,433
41,288
41,445
41,441
41,572
41,455
41,251
41,448
41,432
41,370
41,450
41,472
41,467
41,349
41,322
41,469
41,434
41,470
41,465
41,462
41,458
41,457
41,468
41,477
41,442
41,453
41,227
41,425
41,479
41,452
41,480
41,353
41,226
41,485
41,486
41,459
41,451
41,444
41,165
41,362
41,487
41,496
41,491
41,492
41,499
41,537
41,521
41,516
41,514
41,512
41,513
41,507
41,504
41,503
41,502
41,498
41,517
41,429
41,489
41,501
41,509
41,482
41,363
41,519
41,497
41,201
41,250
41,355
41,437
41,528
41,266
41,129
41,524
41,520
41,408
41,190
41,525
41,510
41,296
41,505
41,454
41,518
41,508
41,526
41,527
41,616
41,611
41,607
41,592
41,590
41,584
41,585
41,571
41,569
41,566
41,563
41,560
41,548
41,546
41,544
41,543
41,541
41,540
41,539
41,6596
41,533
41,536
41,556
41,534
41,624
41,554
41,83
41,522
41,4577
41,506
41,550
41,312
41,542
41,157
41,494
41,481
41,558
41,530
41,531
41,532
41,380
41,4222
41,89
41,549
41,259
41,555
41,357
41,106
41,553
41,559
41,545
41,535
41,328
41,538
41,568
41,283
41,9281
41,495
41,579
41,576
41,128
41,581
41,582
41,7525
41,193
41,223
41,594
41,173
41,638
41,601
41,599
41,613
41,588
41,608
41,610
41,609
41,612
41,586
41,64
41,627
41,583
41,6320
41,216
41,596
41,383
41,632
41,69
41,573
41,619
41,597
41,620
41,379
41,4652
41,72
41,605
41,51
41,604
41,575
41,630
41,595
41,589
41,67
41,606
41,631
41,602
41,593
41,475
41,238
41,4687
41,456
41,626
41,578
41,629
41,587
41,622
41,142
41,625
41,635
41,225
41,552
41,577
41,614
41,515
41,308
41,488
41,600
41,615
41,325
41,478
41,636
41,603
41,167
41,127
41,618
41,591
41,628
41,551
41,228
41,637
41,633
41,580
41,650
41,639
41,565
41,640
41,435
41,643
41,493
41,642
41,641
41,645
41,646
41,45
41,649
41,648
41,320
41,561
41,652
41,644
41,653
41,701
41,698
41,694
41,690
41,663
41,662
41,660
41,655
41,654
41,233
41,564
41,661
41,2597
41,672
41,666
41,7670
41,686
41,688
41,685
41,681
41,679
41,678
41,673
41,671
41,670
41,667
41,668
41,691
41,697
41,696
41,316
41,699
41,647
41,146
41,689
41,677
41,664
41,659
41,683
41,680
41,903
41,682
41,634
41,657
41,669
41,692
41,695
41,658
41,684
41,2303
41,700
41,8017
41,6444
41,562
41,665
41,676
41,68
41,702
41,523
41,111
41,693
41,675
41,46
41,271
41,674
703,709
703,2541
714,716
714,2541
718,722
718,736
718,735
718,734
718,730
718,711
718,729
718,717
718,728
718,727
718,725
718,726
718,733
718,731
718,8542
718,38
718,2215
718,2303
718,534
718,2597
718,564
718,608
718,556
718,2541
718,716
718,732
737,2541
737,716
739,750
739,752
739,754
739,753
739,761
739,7743
739,776
739,772
739,755
739,774
739,773
739,767
739,779
739,775
739,778
739,777
739,786
739,785
739,787
739,794
739,2541
739,819
739,831
739,823
739,839
739,6183
739,842
739,844
739,845
739,888
739,908
739,910
739,904
739,925
739,918
739,927
739,915
739,1706
739,932
739,938
739,940
739,944
739,943
739,822
739,941
739,942
739,1016
739,948
739,1011
739,1221
739,1033
739,1014
739,1049
739,1044
739,1041
739,1039
739,556
739,1035
739,1027
739,1028
739,1025
739,1026
739,1023
739,1024
739,1020
739,1021
739,1019
739,1015
739,1013
739,986
739,1010
739,1009
739,1008
739,1005
739,1004
739,1003
739,1000
739,999
739,996
739,995
739,994
739,993
739,992
739,991
739,990
739,989
739,985
739,988
739,987
739,1006
739,1043
739,1036
739,1032
739,998
739,1065
739,1067
739,1070
739,1072
739,1083
739,1075
739,1077
739,1080
739,1058
739,1069
739,1059
739,1071
739,1062
739,1081
739,1085
739,1128
739,1124
739,1088
739,1108
739,1102
739,1237
739,1090
739,1096
739,1094
739,1095
739,1097
739,1098
739,1089
739,1175
739,1127
739,1121
739,4107
739,1134
739,1133
739,1132
739,1141
739,1142
739,1125
739,1165
739,1155
739,1190
739,1159
739,1163
739,1164
739,1171
739,1173
739,1177
739,1182
739,1181
739,1180
739,1179
739,1183
739,1186
739,1185
739,1197
739,1200
739,1199
739,1208
739,1207
739,1205
739,1206
739,1203
739,1212
739,1211
739,1050
739,1213
739,1210
739,1218
739,1225
739,1228
739,1150
739,1233
739,1232
739,1236
739,1239
739,1242
739,1235
739,1170
739,1255
739,1254
739,1253
739,1250
739,1248
739,1247
739,1251
739,665
739,1266
739,1272
739,1276
739,1279
739,1286
739,1285
739,1287
739,1290
739,1292
739,1293
739,1288
739,1294
739,1295
739,956
739,1307
739,1319
739,1320
739,1318
739,1313
739,1312
739,1308
739,1311
739,1310
739,1332
739,1334
739,1323
739,1314
739,1309
739,1137
739,769
739,1042
739,1270
739,907
739,1222
739,1324
739,1329
739,1321
739,1317
739,1330
739,1327
739,1335
739,1341
739,1340
739,1339
739,1344
739,1343
739,1342
739,1346
739,1347
739,1348
739,1378
739,1377
739,1376
739,1373
739,1374
739,1371
739,1370
739,1368
739,1365
739,1361
739,1360
739,1359
739,1358
739,1357
739,1355
739,1353
739,1349
739,1356
739,1366
739,1363
739,1351
739,1372
739,1404
739,1401
739,1397
739,1395
739,1393
739,1391
739,1389
739,1388
739,1387
739,1386
739,1385
739,1384
739,1383
739,1381
739,1379
739,1380
739,1399
739,1402
739,1367
739,1345
739,808
739,1396
739,1152
739,1406
739,1400
739,1410
739,1430
739,1463
739,1460
739,1457
739,1456
739,1455
739,1454
739,1453
739,1450
739,1449
739,1448
739,1446
739,1445
739,1443
739,1442
739,1441
739,1439
739,1438
739,1434
739,1433
739,1432
739,1427
739,1425
739,1424
739,1422
739,1420
739,1419
739,1418
739,1417
739,1415
739,1413
739,1421
739,1414
739,1411
739,1423
739,1431
739,1429
739,1426
739,1428
739,1436
739,1403
739,1451
739,1291
739,1444
739,1452
739,1440
739,1264
739,1458
739,1483
739,1484
739,1479
739,1478
739,1473
739,1475
739,1472
739,1471
739,1467
739,1466
739,1465
739,1462
739,1227
739,1461
739,1459
739,1470
739,1474
739,1476
739,1477
739,1480
739,1482
739,1531
739,1524
739,1520
739,1516
739,1468
739,1514
739,1513
739,1508
739,1502
739,1501
739,1499
739,1500
739,1492
739,1494
739,1493
739,1491
739,1489
739,1486
739,1488
739,1498
739,1084
739,1202
739,1503
739,982
739,1504
739,1554
739,1506
739,1495
739,1507
739,1510
739,1509
739,1497
739,1512
739,1529
739,1523
739,1522
739,1481
739,1511
739,1464
739,1362
739,1525
739,1526
739,1518
739,1527
739,1238
739,1517
739,1528
739,1530
739,1521
739,1515
739,1519
739,1490
739,1166
739,1537
739,1535
739,1534
739,1231
739,1539
739,1538
739,1364
739,1305
739,749
739,1541
739,3439
739,782
739,1544
739,1469
739,1549
739,1548
739,1551
739,1550
739,1545
739,1552
739,1543
739,1562
739,1561
739,1558
739,1557
739,1556
739,1136
739,1560
739,1567
739,1574
739,1568
739,1569
739,1571
739,1570
739,1572
739,1576
739,828
739,1579
739,1584
739,1577
739,1580
739,1586
739,692
739,1563
739,1581
739,1575
739,1566
739,1591
739,1588
739,1589
739,1593
739,1590
739,1592
739,6138
739,1595
739,1598
739,1599
739,1601
739,1447
739,1600
739,1603
739,1606
739,1609
739,1612
739,1607
739,1604
739,1613
739,1605
739,1636
739,1617
739,1616
739,1623
739,1619
739,1621
739,1620
739,1622
739,1624
739,1650
739,1610
739,1626
739,1629
739,1602
739,1632
739,1663
739,1676
739,1678
739,1685
739,1680
739,7004
739,1731
739,1696
739,1694
739,1705
739,1641
739,1657
739,1703
739,1665
739,1674
739,1741
739,1735
739,1733
739,1732
739,1730
739,1729
739,1727
739,1726
739,1725
739,1724
739,1723
739,1717
739,1711
739,1712
739,1699
739,1666
739,1698
739,1700
739,1701
739,1708
739,1691
739,1189
739,1710
739,1707
739,1715
739,1714
739,7026
739,1713
739,1716
739,1689
739,1721
739,1722
739,1687
739,1718
739,1688
739,1719
739,1720
739,2234
739,1740
739,1728
739,1405
739,1739
739,1652
739,1742
739,1664
739,1743
739,1416
739,1596
739,1737
739,1736
739,1744
1745,1857
1745,1757
1745,1760
1745,1758
1745,1779
1745,1787
1745,1786
1745,690
1745,1788
1745,1790
1745,1792
1745,6
1745,1802
1745,1767
1745,1806
1745,1807
1745,1805
1745,1809
1745,1810
1745,1784
1745,1811
1745,1799
1745,1796
1745,1813
1745,1817
1745,1814
1745,1820
1745,1803
1745,1800
1745,1812
1745,1825
1745,1824
1745,5
1745,1821
1745,1838
1745,1829
1745,1827
1745,1893
1745,1834
1745,1833
1745,2541
1745,1782
1745,1914
1745,1841
1745,1763
1745,1843
1745,1849
1745,1850
1745,1765
1745,1839
1745,1851
1745,1847
1745,1785
1745,1853
1745,1852
1745,1764
1745,1854
1745,1861
1745,1801
1745,1844
1745,1874
1745,1877
1745,1904
1745,1875
1745,1881
1745,1831
1745,1906
1745,1905
1745,1903
1745,1887
1745,1895
1745,1797
1745,1862
1745,1864
1745,1886
1745,1868
1745,1894
1745,1892
1745,1871
1745,1878
1745,1762
1745,1794
1745,1896
1745,1879
1745,1858
1745,1775
1745,1774
1745,1891
1745,1872
1745,1890
1745,1884
1745,1866
1745,1873
1745,1876
1745,1883
1745,1897
1745,1867
1745,1816
1745,1869
1745,1780
1745,1865
1745,1771
1745,1889
1745,1795
1745,1885
1745,1855
1745,1848
1745,1822
1745,1898
1745,1835
1745,1747
1745,1880
1745,1899
1745,1860
1745,1845
1745,1808
1745,1818
1745,1919
1745,1863
1745,1913
1745,1916
1745,1748
1745,1789
1745,1915
1745,2283
1745,1922
1745,1925
1745,1924
1745,1804
1745,1828
1745,1909
1745,1910
1745,1776
1745,1920
1745,1901
1745,1918
1745,1911
1745,1921
1745,1882
1745,1926
1745,1927
1745,1929
1745,1938
1745,1937
1745,1936
1745,1935
1939,1942
1939,1950
1939,1945
1939,2575
1956,1957
1958,716
1958,2541
1960,2541
1960,716
1961,1969
1961,1970
1961,1977
1961,1992
1961,1991
1961,1994
1961,1995
1961,2004
1961,2002
1961,1962
1961,2005
1961,2040
1961,2003
1961,2025
1961,2021
1961,2031
1961,2034
1961,2041
1961,2026
1961,1976
1961,2042
1961,2043
1961,1990
1961,2048
1961,2051
1961,2050
1961,2009
1961,2052
1961,2054
1961,2055
1961,2056
1961,2070
1961,2073
1961,2074
1961,2071
1961,2075
1961,2080
1961,2084
1961,2083
1961,2082
1961,2086
1961,2087
1961,1330
1961,2089
1961,2088
1961,2090
1961,2091
1961,2092
1961,2093
1961,2101
1961,2107
1961,2106
1961,2104
1961,2108
1961,2109
1961,2110
1961,2115
1961,2113
1961,2112
1961,2111
1961,2117
1961,2116
1961,2094
1961,2100
1961,2098
1961,2022
1961,2118
1961,2119
1961,2072
1961,2124
1961,2128
1961,2127
1961,2126
1961,2125
1961,2122
1961,2121
1961,2133
1961,2129
1961,2135
1961,2134
1961,2136
1961,2140
1961,2137
1961,2139
1961,2142
1961,2145
1961,2143
1961,2147
1961,2146
1961,2150
1961,2151
1961,2156
1961,2155
1961,2154
1961,2152
1961,2149
1961,2148
1961,2159
1961,2162
1961,2161
1961,2163
1961,2158
1961,2157
1961,2165
1961,2153
1961,2168
1961,2169
1961,2166
1961,2170
1961,2173
1961,2167
1961,2164
1961,2131
1961,2172
1961,2174
1961,2171
1961,2175
1961,2177
1961,2178
1961,2176
1961,2180
1961,2182
1961,2186
1961,2185
1961,2184
1961,2183
1961,2187
1961,2188
1961,2181
1961,2189
1961,2190
1961,2192
1961,2194
1961,2198
1961,2197
1961,2199
1961,2012
1961,2144
1961,2200
1961,2201
1961,2203
1961,2202
1961,2208
1961,2207
1961,2204
1961,2206
1961,2058
1961,2209
1961,2210
1961,2212
1961,2211
1961,2130
1961,2216
1961,2214
1961,2213
1961,2016
1961,2219
1961,2217
1961,2218
1961,2220
1961,2222
1961,2221
1961,2215
1961,2224
1961,2223
1961,7163
1961,2225
1961,2226
1961,2191
1961,2205
1961,2228
1961,2227
1961,2196
1961,2229
1961,2231
1961,2235
1961,2234
1961,2233
1961,2079
1961,2239
1961,2238
1961,2242
1961,2236
1961,2099
1961,2007
1961,2245
1961,2244
1961,2243
1961,2241
1961,2246
1961,2247
1961,2248
1961,2249
1961,2251
1961,2250
1961,2252
1961,2253
1961,2256
1961,2255
1961,2254
1961,2257
1961,2258
1961,2259
1961,2261
1961,2262
1961,9610
1961,2264
1961,2266
1961,2271
1961,2279
1961,2078
1961,2280
1961,2276
1961,2270
1961,2095
1961,2282
1961,1979
1961,2195
1961,2283
1961,2039
1961,1974
1961,2053
1961,2265
1961,2281
1961,2267
1961,2274
1961,2269
1961,1964
1961,2035
1961,2284
1961,2260
1961,2263
1961,2272
1961,2240
1961,2278
1961,2275
1961,2273
1961,2268
1961,2193
1961,2237
1961,2286
1961,2285
1961,2277
1961,2288
1961,2291
1961,2290
1961,2289
1961,2292
1961,2293
1961,2294
1961,2295
1961,2296
1961,2298
1961,2299
1961,2304
1961,2305
1961,2306
1961,2308
1961,2297
1961,2310
1961,2312
1961,2313
1961,2303
1961,2309
1961,2315
1961,2314
1961,2311
1961,2318
1961,2316
1961,2300
1961,2326
1961,2324
1961,2323
1961,2321
1961,2319
1961,2302
1961,2327
1961,2033
1961,2320
1961,2325
1961,2317
1961,2328
1961,2329
1961,2232
1961,2330
1961,2331
1961,2332
1961,2333
1961,2334
1961,2338
1961,2337
1961,608
1961,2336
1961,2335
1961,2339
1961,2340
1961,2322
1961,2341
